timestamp,amount,merchant,description,category
2025-03-06 08:52:21.760571,237.43,Mid Valley Megamall,Phone case,Shopping
2024-08-25 08:41:52.507054,115.66,BIG Pharmacy,Gym membership,Health
2024-09-15 09:08:58.914048,337.41,Disney+ Hotstar,Domain name renewal,Bills & Utilities
2024-12-07 14:29:32.005082,23.14,Caltex,Public transport pass,Transport
2025-06-26 15:26:09.250060,130.0,Optical 88,Gym membership,Health
2024-08-21 11:16:47.205292,49.46,Easybook,Expressway toll,Transport
2025-02-10 00:43:22.212519,207.21,Typo,New shoes,Shopping
2025-05-13 19:14:50.874811,36.38,Haidilao,Ice cream treat,Food & Drink
2025-04-22 21:12:41.489215,679.46,Cotton On,Birthday gift,Shopping
2024-09-21 00:14:33.769928,598.56,Adidas,Appliance upgrade,Shopping
2024-10-28 17:54:57.188103,276.87,Unifi,Domain name renewal,Bills & Utilities
2025-05-23 09:33:28.447675,476.91,Typo,Fashion accessories,Shopping
2025-07-18 17:03:03.374843,53.84,Haidilao,Coffee meeting,Food & Drink
2024-09-22 22:34:31.970785,483.35,Sunway Pyramid,Phone case,Shopping
2024-12-21 16:56:15.240052,145.91,Disney+ Hotstar,Mobile postpaid,Bills & Utilities
2025-07-09 13:07:14.814025,84.04,BMS Organics,Baking supplies,Groceries
2024-12-11 05:31:14.018494,75.27,Aquaria KLCC,Concert tickets,Entertainment
2025-01-17 18:47:12.155587,207.94,B.I.G.,Dairy and eggs,Groceries
2025-03-22 03:03:00.575288,178.26,Klinik Mediviron,Vitamins purchase,Health
2025-07-20 08:14:14.804803,82.47,NSK Trade City,Bulk buying,Groceries
2024-12-09 11:27:17.726723,179.24,SYABAS,Cable TV subscription,Bills & Utilities
2024-10-29 22:30:23.643285,217.29,Unifi,Streaming service,Bills & Utilities
2025-06-25 12:46:17.765334,51.02,Astro,Gas bill,Bills & Utilities
2025-01-09 21:34:05.127105,49.7,Alpro Pharmacy,Vitamins purchase,Health
2024-11-18 12:41:13.482604,7.99,Firefly Airlines,Train ticket,Transport
2025-03-08 07:37:45.770847,62.93,Village Grocer,Household items,Groceries
2024-11-23 17:22:40.592456,233.43,Anytime Fitness,Dental check-up,Health
2025-02-23 00:08:49.627522,13.05,Subway,Supper,Food & Drink
2025-06-22 13:09:44.065794,66.94,Columbia Asia Hospital,Doctor's visit,Health
2024-08-06 13:05:59.739359,35.13,Starbucks,Dinner takeout,Food & Drink
2024-10-31 07:33:17.476358,787.09,Zara,Gadget purchase,Shopping
2025-03-27 17:28:45.687839,19.34,PlayStation Store,Live event,Entertainment
2024-08-21 18:10:37.734091,227.82,Cold Storage,Bulk buying,Groceries
2025-04-07 09:22:06.791527,220.44,iCare Dental,Physiotherapy session,Health
2025-03-03 15:00:18.191947,19.63,District 21,Weekend movie,Entertainment
2024-12-12 15:37:48.356782,544.33,All IT Hypermarket,Gift for friend,Shopping
2025-01-24 05:27:40.865352,342.56,Econsave,Weekly groceries,Groceries
2025-07-28 15:47:46.952684,287.75,Air Selangor,Mobile postpaid,Bills & Utilities
2025-07-19 13:44:57.978119,29.84,Coffee Bean,Team lunch,Food & Drink
2025-05-03 22:10:30.255344,51.59,Shopee,New clothes,Shopping
2025-04-05 15:18:48.714262,198.05,Redbox Karaoke,Theme park tickets,Entertainment
2025-01-01 18:42:10.327853,23.36,Klinik Mediviron,First aid supplies,Health
2024-10-15 08:43:04.070636,221.16,Redbox Karaoke,Weekend movie,Entertainment
2025-04-09 05:30:32.598403,140.64,Caring Pharmacy,Specialist consultation,Health
2025-05-02 16:53:02.660630,24.93,GSC Cinemas,Theme park tickets,Entertainment
2024-10-12 12:31:41.065991,36.08,The Alley,Healthy smoothie,Food & Drink
2024-09-24 21:12:15.467566,54.33,Subway,Coffee meeting,Food & Drink
2024-10-25 17:11:22.006941,28.26,Mamak ABC,Business dinner,Food & Drink
2025-07-31 23:57:49.240387,31.29,Boost Juice,Coffee meeting,Food & Drink
2024-11-21 07:07:38.710598,22.42,District 21,In-game purchase,Entertainment
2025-01-04 22:54:43.887771,337.51,Adobe Creative Cloud,Streaming service,Bills & Utilities
2025-06-29 19:07:26.736348,194.29,iCare Dental,Prescription medicine,Health
2025-02-22 04:40:10.971999,187.62,H&M,New shoes,Shopping
2024-09-04 11:43:44.477628,211.13,Genting SkyWorlds,Family outing,Entertainment
2025-04-20 20:24:02.878663,311.62,Indah Water Konsortium,Streaming service,Bills & Utilities
2025-05-04 11:58:22.808648,174.01,YouTube Premium,Electricity bill,Bills & Utilities
2024-11-08 22:13:27.138097,33.9,Moovit,Parking fee,Transport
2025-05-03 02:31:56.949380,62.3,NSK Trade City,Fresh produce,Groceries
2025-01-06 08:44:19.708050,645.73,Decathlon,New clothes,Shopping
2024-08-18 16:53:43.251578,279.16,Jaya Grocer,Weekly grocery run,Groceries
2025-05-19 01:32:22.983994,139.02,Klinik Mediviron,Fitness supplements,Health
2025-06-18 16:22:51.905761,34.13,Alpro Pharmacy,Doctor's visit,Health
2025-03-05 02:41:58.652076,50.23,Moovit,Bus ticket to Penang,Transport
2025-02-22 17:29:33.270752,103.57,iCare Dental,Prescription medicine,Health
2024-10-17 22:40:37.061747,152.81,iCare Dental,Physiotherapy session,Health
2024-08-26 20:43:43.347191,25.55,Celcom,Phone bill,Bills & Utilities
2025-04-27 20:27:55.624686,112.27,Decathlon,Sneakers,Shopping
2024-08-31 12:12:20.935361,127.03,Kinokuniya,Skincare haul,Shopping
2024-11-02 05:27:13.707781,101.83,Breakout Escape Room,Stand-up comedy show,Entertainment
2025-05-25 14:38:11.702189,223.26,Cold Storage,Organic food purchase,Groceries
2025-07-15 08:30:41.180006,316.84,Giant,Weekly groceries,Groceries
2025-04-16 01:11:32.969057,149.69,Alpro Pharmacy,Gym membership,Health
2024-10-07 00:48:40.395960,30.28,Village Grocer,Frozen food restock,Groceries
2025-06-08 11:01:21.309670,14.29,Petronas,Parking fee,Transport
2025-03-04 16:49:06.905989,33.51,MRT,Commuter train pass,Transport
2025-03-04 06:23:53.056317,160.07,Zara,Formal dress,Shopping
2025-02-04 20:10:09.428077,104.9,Village Grocer,Fresh produce,Groceries
2024-08-22 09:36:00.467349,147.92,Village Grocer,Restocking pantry,Groceries
2025-08-03 19:58:15.218384,215.3,Lotus's,Household items,Groceries
2024-12-06 02:50:38.930869,265.2,SYABAS,Domain name renewal,Bills & Utilities
2024-12-02 15:27:20.855629,17.78,Haidilao,Lunch with colleagues,Food & Drink
2025-01-30 06:27:04.375102,223.9,BMS Organics,Restocking pantry,Groceries
2025-02-11 02:56:05.592973,302.29,Maxis,Mobile postpaid,Bills & Utilities
2025-01-15 19:30:08.733295,752.08,Mid Valley Megamall,Home decor,Shopping
2025-07-08 08:39:49.403415,160.64,myNEWS,Bulk buying,Groceries
2025-02-07 20:14:54.283835,197.87,Ticketmaster,Escape room game,Entertainment
2024-10-07 17:42:49.273823,16.15,Starbucks,Dinner takeout,Food & Drink
2025-04-07 15:30:27.835945,186.64,Anytime Fitness,First aid supplies,Health
2025-06-17 04:02:22.907796,37.29,Gong Cha,Breakfast set,Food & Drink
2025-08-02 21:34:44.028353,258.94,Adobe Creative Cloud,Streaming service,Bills & Utilities
2025-02-10 04:11:06.526506,177.11,District 21,Theme park tickets,Entertainment
2024-12-14 19:53:16.399192,53.53,OldTown White Coffee,Supper,Food & Drink
2025-04-20 01:33:39.151711,311.07,Machines (Apple),Appliance upgrade,Shopping
2024-11-24 18:21:28.854239,230.43,Columbia Asia Hospital,Fitness supplements,Health
2025-07-08 13:59:54.280285,233.56,AEON,Organic food purchase,Groceries
2024-12-17 19:56:14.306469,213.87,Digi,Cable TV subscription,Bills & Utilities
2024-08-09 06:46:17.974662,37.04,myNEWS,Baking supplies,Groceries
2025-06-07 19:04:04.177365,31.11,Loud Speaker Karaoke,Escape room game,Entertainment
2025-04-23 14:46:31.597794,106.76,Fitness First,Dental scaling,Health
2025-07-22 12:47:45.264837,232.2,Netflix,Water bill,Bills & Utilities
2025-04-27 15:32:26.938306,74.19,Columbia Asia Hospital,Dental scaling,Health
2025-01-11 03:46:08.243257,45.93,District 21,Online game purchase,Entertainment
2024-09-12 18:58:50.145388,24.01,Pizza Hut,Breakfast set,Food & Drink
2025-07-14 03:19:07.062519,22.95,RapidKL Bus,Commuter train pass,Transport
2025-03-19 19:01:16.052478,33.47,NSK Trade City,Toiletries,Groceries
2024-12-18 14:48:24.246583,49.55,Burger King,Lunch with colleagues,Food & Drink
2025-05-13 07:28:28.381901,56.86,KFC,Takeaway sushi,Food & Drink
2025-07-19 14:09:50.079349,22.2,Aquaria KLCC,In-game purchase,Entertainment
2025-01-22 07:33:58.078923,254.69,Adobe Creative Cloud,Phone bill,Bills & Utilities
2025-03-21 16:22:53.542536,28.0,Haidilao,Team lunch,Food & Drink
2024-09-01 04:36:44.394584,33.83,Alpro Pharmacy,Dental scaling,Health
2024-12-12 20:48:54.635349,226.19,Google Workspace,Mobile postpaid,Bills & Utilities
2025-07-24 20:38:26.035045,53.51,KTM Komuter,Train ticket,Transport
2025-05-16 13:49:25.560993,296.18,Jaya Grocer,Fresh produce,Groceries
2025-06-22 19:19:35.231675,222.69,Fitness First,Fitness supplements,Health
2025-01-27 10:56:54.564952,18.0,Zus Coffee,Lunch with colleagues,Food & Drink
2025-04-15 06:09:25.651912,23.69,Zus Coffee,Coffee meeting,Food & Drink
2024-08-22 17:44:50.265040,401.86,Nike Store,Book purchase,Shopping
2025-02-28 00:11:51.129852,712.52,Sephora,Laptop purchase,Shopping
2025-01-03 17:28:43.745841,57.29,Zus Coffee,Coffee meeting,Food & Drink
2025-06-26 23:46:24.341072,86.66,Unifi,Electricity bill,Bills & Utilities
2024-12-24 00:06:51.727593,191.62,Alpro Pharmacy,Vitamins purchase,Health
2024-10-14 16:36:47.448503,47.92,KLIA Ekspres,E-hailing service,Transport
2025-05-30 12:53:01.915894,57.82,Secret Recipe,Weekend brunch,Food & Drink
2024-11-30 17:13:10.705113,74.66,Steam Games,Stand-up comedy show,Entertainment
2024-11-27 22:41:50.685554,249.28,Columbia Asia Hospital,New glasses,Health
2025-04-27 17:07:23.702473,120.82,Fitness First,Health screening,Health
2025-03-11 06:51:46.635505,28.57,Coffee Bean,Dinner takeout,Food & Drink
2024-12-28 19:43:04.618923,297.47,99 Speedmart,Household items,Groceries
2024-10-20 06:20:11.994602,52.89,AirAsia Ride,Flight ticket booking,Transport
2025-07-11 17:07:22.503856,181.72,myNEWS,Dairy and eggs,Groceries
2025-05-25 15:34:03.351121,217.55,B.I.G.,Dairy and eggs,Groceries
2024-11-24 04:13:28.645110,54.6,RapidKL Bus,Ride to work,Transport
2025-06-02 15:10:45.465132,15.64,McDonald's,Breakfast set,Food & Drink
2025-04-03 17:46:49.682535,13.78,Zus Coffee,Healthy smoothie,Food & Drink
2025-04-26 22:47:17.468213,48.51,Tealive,Healthy smoothie,Food & Drink
2025-07-13 07:09:11.261794,86.77,Astro,Domain name renewal,Bills & Utilities
2024-12-04 06:58:38.495715,20.64,Tealive,Coffee meeting,Food & Drink
2024-12-11 18:54:35.812325,41.15,Econsave,Toiletries,Groceries
2025-03-11 05:30:51.363039,199.05,GNC Live Well,Gym membership,Health
2025-02-16 20:45:03.521413,187.27,Steam Games,Online game purchase,Entertainment
2024-12-16 14:23:35.561402,38.34,KLIA Ekspres,Expressway toll,Transport
2025-03-26 19:35:03.139046,131.65,GSC Cinemas,Magazine subscription,Entertainment
2025-01-13 09:42:00.603878,171.29,myNEWS,Organic food purchase,Groceries
2024-09-19 17:48:18.427063,132.23,Caring Pharmacy,Gym membership,Health
2024-09-27 00:24:20.932011,192.73,Giant,Dairy and eggs,Groceries
2025-04-28 21:00:47.874068,48.42,Tealive,Takeaway sushi,Food & Drink
2024-09-26 12:37:33.715492,20.63,Touch 'n Go eWallet,Commuter train pass,Transport
2025-06-23 17:02:10.539461,195.49,Watsons,Prescription medicine,Health
2025-06-25 10:06:03.074005,13.8,Sushi King,Coffee meeting,Food & Drink
2025-07-06 03:58:56.123120,343.18,TIME Internet,Phone bill,Bills & Utilities
2025-07-04 12:25:11.898688,39.7,Pizza Hut,Business dinner,Food & Drink
2025-05-24 11:02:23.254682,45.64,The Alley,Takeaway sushi,Food & Drink
2025-01-20 00:19:10.523309,291.65,Econsave,Frozen food restock,Groceries
2025-06-30 16:42:17.656743,172.89,Columbia Asia Hospital,Eye check-up,Health
2025-05-06 21:42:50.266360,173.34,iCare Dental,Fitness supplements,Health
2024-08-25 10:03:48.515860,268.16,KK Super Mart,Toiletries,Groceries
2025-07-26 09:31:57.810372,251.54,Adobe Creative Cloud,Domain name renewal,Bills & Utilities
2025-06-15 09:04:38.126115,221.22,Indah Water Konsortium,Monthly subscription,Bills & Utilities
2025-05-12 22:31:23.115135,22.17,BMS Organics,Toiletries,Groceries
2024-11-30 02:54:44.055407,213.92,Fitness First,Dental check-up,Health
2024-11-07 03:32:47.110718,16.29,RapidKL Bus,Public transport pass,Transport
2025-04-08 19:41:34.872527,218.54,Klinik Mediviron,Eye check-up,Health
2025-04-04 15:29:41.926345,19.25,Starbucks,Breakfast set,Food & Drink
2025-02-06 22:11:43.652281,12.3,Grab,E-hailing service,Transport
2024-10-31 23:07:56.773380,180.03,YouTube Premium,Domain name renewal,Bills & Utilities
2025-04-19 11:02:29.163487,71.92,Nike Store,Phone case,Shopping
2025-03-18 03:43:45.540541,22.97,Gong Cha,Team lunch,Food & Drink
2024-12-04 18:45:50.149704,213.52,TIME Internet,Mobile postpaid,Bills & Utilities
2024-10-02 16:25:59.072870,487.84,IKEA,Book purchase,Shopping
2024-08-20 17:53:10.151144,47.75,Touch 'n Go eWallet,Bus fare,Transport
2025-06-18 10:35:38.612920,184.26,Checkers Hypermarket,Canned goods,Groceries
2024-09-06 10:53:50.252646,144.58,GNC Live Well,Annual health check,Health
2025-06-24 13:55:57.228243,239.34,Steam Games,Escape room game,Entertainment
2025-02-04 19:23:23.907602,38.2,Aquaria KLCC,Weekend movie,Entertainment
2025-01-11 01:51:48.955519,11.49,Caltex,Train ticket,Transport
2024-08-30 13:26:08.043114,261.49,Adobe Creative Cloud,Water bill,Bills & Utilities
2025-01-18 01:35:43.090386,21.96,Unifi,Electricity bill,Bills & Utilities
2025-01-12 12:00:27.511105,342.2,Indah Water Konsortium,Cloud storage fee,Bills & Utilities
2025-01-25 22:05:13.339997,149.04,Klinik Kesihatan,Physiotherapy session,Health
2024-08-05 20:49:16.129855,155.46,B.I.G.,Buying snacks,Groceries
2025-04-01 22:35:44.267777,21.3,Breakout Escape Room,Stand-up comedy show,Entertainment
2024-09-19 19:00:40.792686,56.91,Gong Cha,Dinner takeout,Food & Drink
2024-08-18 06:00:31.663008,40.84,KLIA Ekspres,Expressway toll,Transport
2025-01-26 14:12:29.997222,95.76,Klinik Mediviron,Eye check-up,Health
2024-08-27 11:08:44.336185,49.79,Grab,Bus ticket to Penang,Transport
2025-06-13 16:17:20.680629,110.1,BIG Pharmacy,Dental check-up,Health
2024-10-16 09:56:34.272046,28.81,Subway,Healthy smoothie,Food & Drink
2024-10-21 19:03:25.628875,92.98,Air Selangor,Water bill,Bills & Utilities
2024-10-31 10:07:40.304363,118.89,KidZania,Family outing,Entertainment
2025-04-26 06:48:35.225060,88.46,BMS Organics,Organic food purchase,Groceries
2025-05-10 23:39:40.570563,28.32,Setel,Bus fare,Transport
2025-03-19 09:12:41.060760,24.32,Grab,Airport transfer,Transport
2025-02-02 00:31:42.113027,47.84,Easybook,Expressway toll,Transport
2025-06-16 17:30:35.936998,36.94,NSK Trade City,Dairy and eggs,Groceries
2025-06-15 16:11:06.433505,36.71,FamilyMart,Takeaway sushi,Food & Drink
2025-03-30 23:39:35.407047,19.46,Petronas,Bus fare,Transport
2025-03-15 18:47:04.654855,142.13,Econsave,Toiletries,Groceries
2025-03-29 23:11:42.226171,47.95,The Alley,Weekend brunch,Food & Drink
2025-07-30 01:20:39.525315,49.39,Kyochon,Birthday celebration dinner,Food & Drink
2025-04-01 19:51:53.021977,11.32,Firefly Airlines,Commuter train pass,Transport
2024-12-14 07:42:25.437256,49.95,Maxis,Music streaming,Bills & Utilities
2025-03-03 04:53:46.552466,119.9,Indah Water Konsortium,Streaming service,Bills & Utilities
2025-05-14 00:20:57.838534,40.81,Air Selangor,Cable TV subscription,Bills & Utilities
2025-06-02 16:23:10.235458,54.04,Firefly Airlines,Fuel top-up,Transport
2025-05-18 05:22:47.231810,128.55,Aquaria KLCC,Video game subscription,Entertainment
2025-03-04 01:03:18.889885,169.21,District 21,Magazine subscription,Entertainment
2024-10-11 01:34:11.742945,29.39,Anytime Fitness,Dental scaling,Health
2024-11-10 16:07:44.449988,34.75,McDonald's,Coffee meeting,Food & Drink
2024-11-26 13:00:48.123275,15.69,AirAsia Ride,Expressway toll,Transport
2025-07-01 03:42:10.243671,507.53,Mr. D.I.Y.,New shoes,Shopping
2024-08-15 03:25:16.842600,242.65,Indah Water Konsortium,Electricity bill,Bills & Utilities
2025-03-14 15:58:12.458793,234.33,PlayStation Store,Stand-up comedy show,Entertainment
2025-04-03 13:01:17.194273,106.75,Aquaria KLCC,Video game subscription,Entertainment
2025-07-18 09:15:38.556031,664.6,Courts Mammoth,Skincare haul,Shopping
2024-08-14 01:48:25.571315,124.26,Breakout Escape Room,Stand-up comedy show,Entertainment
2024-08-27 15:38:32.988596,32.44,The Coffee House,Ice cream treat,Food & Drink
2024-08-09 12:00:03.512781,84.45,Watsons,Vitamins purchase,Health
2024-09-01 05:25:07.899195,36.69,TGV Cinemas,Karaoke session,Entertainment
2025-06-26 14:29:20.506309,16.7,Shell,Expressway toll,Transport
2025-04-28 00:33:02.571103,105.15,Tenaga Nasional,Gas bill,Bills & Utilities
2024-09-26 12:03:59.830894,154.65,Columbia Asia Hospital,Dental scaling,Health
2025-01-11 15:46:19.369525,249.24,iCare Dental,Vitamins purchase,Health
2025-02-04 16:22:25.583414,80.89,Steam Games,Adventure park tickets,Entertainment
2025-07-12 14:15:38.768439,224.02,KidZania,Escape room game,Entertainment
2024-09-11 03:09:37.636130,222.69,GSC Cinemas,Theme park tickets,Entertainment
2024-11-05 09:56:35.542485,310.2,Air Selangor,Music streaming,Bills & Utilities
2024-12-22 11:04:20.311113,80.49,Ticketmaster,Adventure park tickets,Entertainment
2025-01-01 23:34:54.042567,18.14,Pizza Hut,Healthy smoothie,Food & Drink
2025-01-21 13:12:25.391752,54.71,Petronas,Parking fee,Transport
2024-12-27 23:15:35.919394,28.22,KFC,Birthday celebration dinner,Food & Drink
2025-07-17 11:48:04.776976,120.85,myNEWS,Toiletries,Groceries
2024-10-18 02:20:07.176826,131.2,Steam Games,Aquarium visit,Entertainment
2025-06-03 11:25:33.349579,138.53,KidZania,Magazine subscription,Entertainment
2025-03-09 14:21:20.615724,31.4,Celcom,Domain name renewal,Bills & Utilities
2024-11-24 00:33:34.594338,224.58,Giant,Beverages and snacks,Groceries
2024-10-24 17:12:33.197520,160.16,Spotify,Sewerage bill,Bills & Utilities
2025-07-09 23:20:14.350823,7.36,Setel,Ride to work,Transport
2025-04-12 05:13:31.007275,325.31,Mid Valley Megamall,Sneakers,Shopping
2024-09-25 15:57:02.526797,129.64,Anytime Fitness,New glasses,Health
2024-08-16 05:57:24.103011,21.01,McDonald's,Business dinner,Food & Drink
2025-06-24 01:52:23.439482,26.75,Shell,Public transport pass,Transport
2025-01-28 14:58:04.319144,121.91,B.I.G.,Household items,Groceries
2024-10-23 03:47:11.666726,157.62,GNC Live Well,Physiotherapy session,Health
2024-12-08 20:58:18.092596,58.38,District 21,Escape room game,Entertainment
2024-12-01 17:24:30.085518,288.23,myNEWS,Restocking pantry,Groceries
2025-07-30 21:37:42.140580,36.57,Petronas,Fuel top-up,Transport
2025-05-27 09:59:06.892021,16.82,Mamak ABC,Healthy smoothie,Food & Drink
2025-07-11 05:38:32.305548,227.95,Columbia Asia Hospital,Physiotherapy session,Health
2024-10-09 10:25:22.248608,210.25,Checkers Hypermarket,Dairy and eggs,Groceries
2024-12-16 14:56:30.472976,216.23,Anytime Fitness,Gym membership,Health
2025-03-07 14:43:33.477900,20.44,Pizza Hut,Coffee meeting,Food & Drink
2025-06-16 14:17:26.921518,241.31,Columbia Asia Hospital,Health screening,Health
2025-07-25 00:45:52.866618,230.35,B.I.G.,Fresh produce,Groceries
2025-04-13 04:29:41.829712,264.66,Netflix,Music streaming,Bills & Utilities
2025-06-16 07:02:29.668973,296.09,Giant,Bulk buying,Groceries
2025-05-25 06:17:47.580853,41.79,Klinik Kesihatan,Skincare products,Health
2024-12-16 20:05:58.502279,76.99,Alpro Pharmacy,Skincare products,Health
2025-06-30 18:56:39.297664,274.91,Machines (Apple),Skincare haul,Shopping
2025-07-17 19:13:23.549834,6.7,MRT,Toll payment,Transport
2025-05-10 12:47:48.029286,666.52,BookXcess,Gadget purchase,Shopping
2025-04-03 12:22:48.857074,234.48,Fitness First,Vitamins purchase,Health
2024-10-06 12:58:41.246926,296.25,BMS Organics,Buying fresh milk and bread,Groceries
2024-10-27 17:44:59.546314,785.05,Harvey Norman,Laptop purchase,Shopping
2025-01-03 23:33:30.661825,391.7,All IT Hypermarket,Formal dress,Shopping
2025-05-01 08:20:35.719860,193.05,Disney+ Hotstar,Software subscription,Bills & Utilities
2024-12-27 12:19:53.284488,40.81,PlayStation Store,Concert tickets,Entertainment
2024-08-14 23:22:37.958647,128.95,Ticketmaster,Karaoke session,Entertainment
2024-09-26 17:05:54.499727,187.81,myNEWS,Household items,Groceries
2025-06-21 05:00:16.876771,54.11,Subway,Coffee meeting,Food & Drink
2024-11-28 22:49:25.250029,17.09,Secret Recipe,Quick bite,Food & Drink
2025-02-07 20:18:34.149845,24.45,OldTown White Coffee,Healthy smoothie,Food & Drink
2024-09-22 23:09:07.734295,326.36,All IT Hypermarket,Home decor,Shopping
2025-02-27 02:53:23.531812,231.45,myNEWS,Weekly grocery run,Groceries
2025-04-03 12:27:31.484427,33.94,Easybook,Toll payment,Transport
2025-07-12 03:51:45.785508,45.7,Starbucks,Dessert,Food & Drink
2025-02-24 12:14:31.908977,344.35,99 Speedmart,Fresh produce,Groceries
2024-10-12 01:18:11.502136,269.19,Air Selangor,Phone bill,Bills & Utilities
2024-11-15 10:02:16.161574,50.13,KLIA Ekspres,Train ticket,Transport
2025-06-14 02:27:29.521928,39.77,Breakout Escape Room,Adventure park tickets,Entertainment
2024-09-13 13:35:23.721462,196.09,District 21,Movie tickets,Entertainment
2025-04-29 06:15:40.962699,148.03,YouTube Premium,Monthly subscription,Bills & Utilities
2024-12-14 08:42:09.351096,161.43,Loud Speaker Karaoke,Concert tickets,Entertainment
2025-02-26 15:46:04.200721,43.08,RapidKL Bus,E-hailing service,Transport
2025-07-30 19:37:48.292754,57.31,Lotus's,Fresh produce,Groceries
2025-02-13 06:28:30.585459,174.49,Alpro Pharmacy,First aid supplies,Health
2024-08-11 05:46:08.345834,48.07,Checkers Hypermarket,Bulk buying,Groceries
2025-01-21 02:27:43.237335,42.52,Zus Coffee,Boba tea,Food & Drink
2025-03-03 06:55:55.612360,112.66,Loud Speaker Karaoke,Family outing,Entertainment
2025-08-04 13:21:01.563228,25.67,Genting SkyWorlds,Escape room game,Entertainment
2024-09-09 17:56:45.951209,46.88,TGV Cinemas,Video game subscription,Entertainment
2025-05-10 01:34:23.126072,264.33,BMS Organics,Restocking pantry,Groceries
2024-12-30 14:58:28.949266,212.17,Lotus's,Household items,Groceries
2024-09-06 10:16:14.536365,148.09,Optical 88,Vitamins purchase,Health
2025-07-07 06:23:48.026314,42.91,Petronas,E-hailing service,Transport
2024-11-07 16:06:18.451571,201.58,Mr. D.I.Y.,Home decor,Shopping
2025-03-29 20:21:35.638011,720.03,Zara,Home decor,Shopping
2024-09-27 18:09:25.674162,57.99,Shell,Fuel top-up,Transport
2025-05-10 14:16:03.906844,448.77,Kinokuniya,Fashion accessories,Shopping
2025-03-05 00:24:14.823596,293.36,Lotus's,Frozen food restock,Groceries
2025-04-15 13:00:51.632573,276.18,SYABAS,Cloud storage fee,Bills & Utilities
2024-11-20 15:15:54.551351,38.59,The Coffee House,Takeaway sushi,Food & Drink
2025-04-15 08:57:09.142515,96.28,Steam Games,Magazine subscription,Entertainment
2024-08-24 06:08:18.108682,26.7,Easybook,Commuter train pass,Transport
2024-12-23 00:33:44.963869,178.73,Ben's Independent Grocer,Dairy and eggs,Groceries
2025-02-27 06:58:14.608110,190.37,Klinik Mediviron,Dental scaling,Health
2025-04-04 23:36:21.478352,24.1,NSK Trade City,Dairy and eggs,Groceries
2025-07-01 02:15:58.554656,201.75,Netflix,Domain name renewal,Bills & Utilities
2024-09-27 06:10:09.549435,327.16,Zara,Sneakers,Shopping
2025-02-06 13:11:40.226613,162.22,Anytime Fitness,Fitness supplements,Health
2025-03-22 16:16:01.264925,120.03,GNC Live Well,Prescription medicine,Health
2025-04-13 09:41:02.224596,37.22,Burger King,Team lunch,Food & Drink
2025-04-08 21:29:26.226966,35.5,Domino's Pizza,Morning coffee,Food & Drink
2024-11-12 16:02:20.078020,19.02,Mamak ABC,Takeaway sushi,Food & Drink
2024-12-29 19:38:32.013025,26.07,Caltex,Road trip fuel,Transport
2025-05-16 22:31:03.640879,215.13,Netflix,Monthly subscription,Bills & Utilities
2025-06-25 12:44:32.352292,430.27,BookXcess,Fashion accessories,Shopping
2025-04-07 22:32:35.585244,49.38,B.I.G.,Weekly grocery run,Groceries
2024-12-05 16:45:14.050292,186.99,Adidas,Running shoes,Shopping
2025-01-13 22:54:44.974106,150.51,TGV Cinemas,Movie tickets,Entertainment
2024-11-02 14:34:53.158419,107.34,Breakout Escape Room,Escape room game,Entertainment
2025-01-05 15:41:58.352583,181.49,Ticketmaster,Video game subscription,Entertainment
2024-08-06 03:16:43.189517,72.16,Aquaria KLCC,Weekend movie,Entertainment
2025-04-16 02:10:36.989534,110.79,Genting SkyWorlds,Aquarium visit,Entertainment
2025-06-28 12:44:38.205300,126.03,Decathlon,Online order,Shopping
2024-11-09 22:51:18.686026,328.7,Google Workspace,Internet bill,Bills & Utilities
2025-01-27 00:36:16.455844,13.9,Marrybrown,Dinner takeout,Food & Drink
2025-06-14 20:22:16.922949,245.74,Guardian,Dental scaling,Health
2025-05-17 02:07:04.530054,46.71,Starbucks,Morning coffee,Food & Drink
2024-10-14 11:46:19.399489,590.14,Apple Store,Sneakers,Shopping
2024-12-08 08:20:16.823791,558.78,Harvey Norman,Online order,Shopping
2024-10-30 20:55:12.821163,217.03,Breakout Escape Room,Family outing,Entertainment
2025-07-31 21:59:11.633310,25.14,TIME Internet,Music streaming,Bills & Utilities
2025-02-12 23:36:57.390015,120.25,Steam Games,Magazine subscription,Entertainment
2025-06-15 21:36:19.248897,40.8,iCare Dental,Eye check-up,Health
2024-08-07 09:54:00.339001,236.02,Shopee,Furniture purchase,Shopping
2025-05-25 18:40:07.270352,311.62,Astro,Domain name renewal,Bills & Utilities
2024-10-19 19:29:17.425975,290.96,AEON,Weekly groceries,Groceries
2025-07-12 06:53:21.439077,395.84,Padini,Electronics purchase,Shopping
2025-04-05 20:25:31.771253,338.78,Tenaga Nasional,Cloud storage fee,Bills & Utilities
2024-08-10 11:12:49.174569,177.83,iCare Dental,Physiotherapy session,Health
2025-02-27 23:27:55.965299,96.35,Popular Bookstore,New clothes,Shopping
2025-07-03 02:37:21.653389,11.72,Kyochon,Boba tea,Food & Drink
2024-12-25 17:19:06.276677,301.44,YouTube Premium,Monthly subscription,Bills & Utilities
2024-08-16 02:30:46.554932,28.96,Gong Cha,Quick bite,Food & Drink
2024-09-09 11:40:42.568711,524.09,Zara,New shoes,Shopping
2024-08-09 10:55:52.834955,214.72,Optical 88,New glasses,Health
